device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
"Tesla V100-SXM2-16GB",7.0,0,"","","",0.000000,"",hybrid-dataflow,8,named-barrier,8,16,2,hermes-xor,inplace,radix2,64,10,1024,256,1152921504606584833,60,0,0,256,0,10,50,0.410912,0.518369,0.422016,493856.390757,189447.574870,505708944.135506,fused,shoup,natural,1
