trial,variant,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
1,natural-fw8-wt4-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415488,0.574848,0.575737,0.000889,10,12,2,8,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",1.341376,1739.590303,300.145996,1824092641.651189,fused,shoup,-1
1,static-fw16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.417760,0.332032,0.332950,0.000918,8,12,1,16,1,natural,appt-static,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.354656,3011.757948,322.118458,3158057101.746006,fused,shoup,-1
1,natural-fw16-wt1-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.424800,0.642432,0.643415,0.000983,10,10,1,16,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.345760,1556.585039,292.998050,1632197713.946830,fused,shoup,-1
1,natural-fw16-wt1-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.419584,0.481664,0.482567,0.000903,10,10,2,16,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.339168,2076.136053,308.602353,2176986438.207935,fused,shoup,-1
1,natural-fw16-wt1-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.428960,0.495232,0.496166,0.000934,9,11,2,16,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.357440,2019.255679,304.726434,2117343042.343284,fused,shoup,-1
1,natural-fw16-wt1-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415648,0.476416,0.477410,0.000994,11,9,2,16,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.355552,2099.005947,307.918184,2200967259.884293,fused,shoup,-1
1,natural-fw16-wt1-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.416096,0.508800,0.509711,0.000911,10,12,2,16,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.352128,1965.408690,305.154918,2060880382.624310,fused,shoup,-1
1,natural-fw16-wt2-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.424192,0.642304,0.643189,0.000885,10,10,1,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.353184,1556.895170,292.425027,1632522909.265370,fused,shoup,-1
1,natural-fw16-wt2-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.424576,0.484608,0.485667,0.001059,10,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.345024,2063.523531,307.294430,2163761249.873284,fused,shoup,-1
1,natural-fw16-wt2-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415776,0.497408,0.498311,0.000903,9,11,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.347488,2010.422017,306.685242,2108080277.131495,fused,shoup,-1
1,natural-fw16-wt2-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.413280,0.478080,0.478976,0.000896,11,9,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.358560,2091.700114,307.699884,2193306539.139392,fused,shoup,-1
1,natural-fw16-wt2-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415744,0.512512,0.513394,0.000882,10,12,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.351072,1951.173719,304.940531,2045953933.310190,fused,shoup,-1
1,natural-fw16-wt4-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415584,0.644352,0.645308,0.000956,10,10,1,16,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.336864,1551.946717,294.394726,1627334080.366253,fused,shoup,-1
1,natural-fw16-wt4-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.416832,0.485632,0.486813,0.001181,10,10,2,16,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.335296,2059.172367,308.855504,2159198724.379700,fused,shoup,-1
1,natural-fw16-wt4-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.417920,0.494848,0.495751,0.000903,9,11,2,16,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.357696,2020.822503,305.767005,2118985976.731872,fused,shoup,-1
1,natural-fw16-wt4-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.414560,0.476544,0.477517,0.000973,11,9,2,16,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.345536,2098.442148,308.962386,2200376074.267160,fused,shoup,-1
1,natural-fw16-wt4-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.418592,0.509824,0.510844,0.001020,10,12,2,16,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",1.349312,1961.461295,305.089388,2056741238.852684,fused,shoup,-1
1,static-fw32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.421856,0.333056,0.333928,0.000872,8,12,1,32,1,natural,appt-static,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.334720,3002.498053,323.663135,3148347398.066754,fused,shoup,-1
1,natural-fw32-wt1-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.425184,0.579200,0.580209,0.001008,10,10,1,32,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.356064,1726.519249,297.579370,1810386648.520730,fused,shoup,-1
1,natural-fw32-wt1-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.424416,0.455552,0.456504,0.000951,10,10,2,32,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.365024,2195.139027,308.167176,2301770100.897768,fused,shoup,-1
1,natural-fw32-wt1-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.423136,0.462848,0.463770,0.000922,9,11,2,32,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.351264,2160.536469,308.904353,2265486688.077641,fused,shoup,-1
1,natural-fw32-wt1-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.420352,0.443520,0.444493,0.000973,11,9,2,32,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.346304,2254.689706,311.509395,2364213513.478979,fused,shoup,-1
1,natural-fw32-wt1-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.415616,0.474496,0.475539,0.001043,10,12,2,32,1,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.351168,2107.499295,308.520083,2209873180.399467,fused,shoup,-1
1,natural-fw32-wt2-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.421440,0.584832,0.585808,0.000976,10,10,1,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.353344,1709.892719,297.653067,1792952467.226731,fused,shoup,-1
1,natural-fw32-wt2-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.414464,0.457856,0.458769,0.000913,10,10,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.339712,2184.092818,311.329400,2290187310.452097,fused,shoup,-1
1,natural-fw32-wt2-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.422784,0.463488,0.464478,0.000990,9,11,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.345696,2157.553104,309.409008,2262358403.242988,fused,shoup,-1
1,natural-fw32-wt2-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.427840,0.442240,0.443275,0.001035,11,9,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.355264,2261.215631,310.044453,2371056441.169256,fused,shoup,-1
1,natural-fw32-wt2-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.413696,0.475136,0.476097,0.000961,10,12,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.334720,2104.660508,310.216797,2206896496.735134,fused,shoup,-1
1,natural-fw32-wt4-r10-10-1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.413344,0.583424,0.584366,0.000942,10,10,1,32,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.344032,1714.019389,299.329498,1797279594.412473,fused,shoup,-1
1,natural-fw32-wt4-r10-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.419456,0.455552,0.456557,0.001005,10,10,2,32,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.360448,2195.139027,309.075442,2301770100.897768,fused,shoup,-1
1,natural-fw32-wt4-r9-11-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.423968,0.460032,0.461031,0.000999,9,11,2,32,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.367712,2173.761890,307.530314,2279354547.883042,fused,shoup,-1
1,natural-fw32-wt4-r11-9-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.416128,0.440704,0.441667,0.000964,11,9,2,32,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.343776,2269.096779,312.440635,2379320424.531627,fused,shoup,-1
1,natural-fw32-wt4-r10-12-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,1.423968,0.476416,0.477379,0.000963,10,12,2,32,4,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",1.347520,2099.005947,307.890879,2200967259.884293,fused,shoup,-1
1,v06,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,2,8,5.467456,0.612096,0.612935,0.000839,0,0,0,0,0,natural,natural,"",5.110720,6534.922502,357.453330,6852362897.728144,fused,shoup,-1
1,static-fw8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,8,5.462208,1.022080,1.023078,0.000998,8,12,1,8,1,natural,appt-static,"appt-ntt-log20-7x7x6-xor-fw8-v1",5.108224,3913.588190,345.050332,4103694649.441533,fused,shoup,-1
