label,kernel_id,kernel_name,grid_size,block_size,time_us,dram_read_mib,dram_write_mib,global_load_sectors,global_store_sectors,local_load_sectors,local_store_sectors,dram_peak_pct,l2_hit_pct,l1_hit_pct,shared_load_bank_conflicts,shared_store_bank_conflicts,warp_instructions,instructions_per_active_cycle,integer_thread_instructions,memory_thread_instructions,control_thread_instructions,misc_thread_instructions,conversion_thread_instructions,global_warp_instructions,shared_warp_instructions,adu_warp_instructions,alu_warp_instructions,cbu_warp_instructions,lsu_warp_instructions,xu_warp_instructions,fp32_thread_instructions,fp64_thread_instructions,tensor_warp_instructions,tensor_active_pct,active_warps_pct,barrier_stall_pct,wait_stall_pct,long_scoreboard_stall_pct,short_scoreboard_stall_pct,mio_throttle_stall_pct,registers_per_thread,shared_mem_bytes,waves_per_sm,occupancy_register_block_limit,occupancy_shared_block_limit,occupancy_warp_block_limit
aggregate_b16,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,1200.608,264.5346374511719,,29184580.0,8388611.0,,,,,,6643420.0,4391374.0,176653966.0,,,,,,,11382185.0,12582912.0,,,4502163.0,22853281.0,,,,,,24.19,21.34,,29.31,1.61,1.68,64.0,20592.0,1.0,8.0,4.0,16.0
aggregate_b32,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,2854.8160000000003,506.6456604003906,,58853272.0,16777221.0,,,,,,13255298.0,8706811.0,360721463.0,,,,,,,24944228.0,25165824.0,,,12150191.0,47057462.0,,,,,,24.59,32.36,,26.52,1.19,0.95,64.0,20592.0,1.0,8.0,4.0,16.0
aggregate_b64,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,5670.912,1064.542724609375,,117584298.0,33554441.0,,,,,,26417354.0,17403809.0,721256630.0,,,,,,,49925184.0,50331648.0,,,24692154.0,94283984.0,,,,,,24.5,32.28,,26.3,1.18,0.95,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_interleaved_b16,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,1222.144,301.8176574707031,,31449833.0,8388625.0,,,,,,8379469.0,4339187.0,193632912.0,,,,,,,10914932.0,12582912.0,,,4933475.0,22778932.0,,,,,,24.06,17.5,,30.3,1.74,1.69,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_interleaved_b32,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,2855.904,521.5910034179688,,63247771.0,16777249.0,,,,,,16292858.0,8640275.0,394356052.0,,,,,,,23537649.0,25165824.0,,,12881296.0,46860921.0,,,,,,24.39,29.33,,26.13,1.36,1.13,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_interleaved_b64,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,5599.168,1036.5277099609375,,126474566.0,33554497.0,,,,,,32720203.0,17292535.0,788082378.0,,,,,,,47101149.0,50331648.0,,,25421274.0,93559691.0,,,,,,24.58,28.95,,27.01,1.37,1.13,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_warp_rows_b16,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,1196.192,274.7713317871094,,28726861.0,8388625.0,,,,,,6797157.0,4346601.0,191596562.0,,,,,,,10560111.0,12582912.0,,,5220584.0,22397573.0,,,,,,24.02,17.77,,29.48,1.8,1.74,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_warp_rows_b32,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,2735.648,477.49041748046875,,57659427.0,16777249.0,,,,,,13166798.0,8649276.0,389723288.0,,,,,,,22882467.0,25165824.0,,,12918909.0,45854376.0,,,,,,24.82,28.77,,24.53,1.41,1.16,64.0,20592.0,1.0,8.0,4.0,16.0
bitmap_warp_rows_b64,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,5723.296,1078.7768859863281,,115505888.0,33554497.0,,,,,,26521407.0,17282995.0,781184671.0,,,,,,,45675367.0,50331648.0,,,26712354.0,92106581.0,,,,,,24.48,30.06,,25.89,1.35,1.06,64.0,20592.0,1.0,8.0,4.0,16.0
