trial,family,label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
2,appt,appt-us8-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.796512,7.457075,2.650496,536.403340,309.979407,562459668.577406,fused,shoup,natural,-1
2,appt,appt-us8-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.797760,5.731840,2.616576,697.856170,358.867468,731755230.813923,fused,shoup,natural,-1
2,appt,appt-us8-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.796864,7.363925,2.636480,543.188586,312.566686,569574515.125877,fused,shoup,natural,-1
3,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,10,30,0.788064,0.079292,0.779712,12611.655539,607.139565,13224279318.914722,fused,shoup,natural,-1
3,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,10,30,0.768288,0.128273,0.774368,7795.868619,598.469448,8174560733.256662,fused,shoup,natural,-1
3,appt,appt-us7-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","4+4+4","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,0.772736,0.669559,0.734176,1493.519294,459.459273,1566068487.212357,fused,shoup,natural,-1
3,appt,appt-us7-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,0.777184,0.735061,0.750816,1360.430668,441.879316,1426514948.158099,fused,shoup,natural,-1
3,appt,appt-us7-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","8+8+8","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,0.775424,0.679629,0.739680,1471.391465,455.636334,1542865776.606238,fused,shoup,natural,-1
3,appt,appt-us7-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,0.779808,0.750353,0.736448,1332.706005,441.187692,1397443531.861050,fused,shoup,natural,-1
3,appt,appt-us8-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,0.785152,1.499443,0.737088,666.914237,330.941376,699310263.033440,fused,shoup,natural,-1
3,appt,appt-us8-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,0.785792,1.896414,0.748896,527.311074,291.451568,552925737.139018,fused,shoup,natural,-1
3,appt,appt-us8-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,0.784288,1.521971,0.739360,657.042645,328.340458,688959148.679822,fused,shoup,natural,-1
3,appt,appt-us8-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,0.776416,1.921024,0.746208,520.555713,290.389728,545842227.462511,fused,shoup,natural,-1
3,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,5,1,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,10,30,2.801600,0.242483,2.664576,16495.988268,700.689923,17297297394.116749,fused,shoup,natural,-1
3,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,10,30,2.798752,0.310238,2.619264,12893.333096,698.293081,13519639644.868061,fused,shoup,natural,-1
3,appt,appt-us7-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","4+4+4","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,2.801888,2.598332,2.639264,1539.449338,497.544383,1614229629.115212,fused,shoup,natural,-1
3,appt,appt-us7-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,2.808320,2.865357,2.629568,1395.986762,481.739378,1463798215.354625,fused,shoup,natural,-1
3,appt,appt-us7-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","8+8+8","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,2.798688,2.592973,2.600192,1542.630940,500.509722,1617565780.902701,fused,shoup,natural,-1
3,appt,appt-us7-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,2.810560,2.856653,2.643104,1400.240200,481.329424,1468258268.206018,fused,shoup,natural,-1
3,appt,appt-us8-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.803648,5.808162,2.652992,688.686056,355.088362,722139670.171202,fused,shoup,natural,-1
3,appt,appt-us8-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.795872,7.456563,2.646528,536.440146,310.102437,562498262.816284,fused,shoup,natural,-1
3,appt,appt-us8-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.802944,5.731874,2.627488,697.852048,358.348899,731750908.685756,fused,shoup,natural,-1
3,appt,appt-us8-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,2.808320,7.379285,2.647936,542.057912,311.634691,568388916.986177,fused,shoup,natural,-1
1,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,10,30,1.409984,0.142097,1.385728,7037.443482,340.389720,7379294337.028674,fused,shoup,natural,-1
1,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,10,30,1.413312,0.203127,1.348512,4923.017333,337.273648,5162157823.241539,fused,shoup,natural,-1
1,appt,appt-us7-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","4+4+4","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,1.411328,0.919142,1.346144,1087.970670,271.989365,1140819933.245101,fused,shoup,natural,-1
1,appt,appt-us7-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,1.410816,1.063526,1.341920,940.268157,262.036491,985942622.490867,fused,shoup,natural,-1
1,appt,appt-us7-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","8+8+8","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,1.411488,0.940646,1.361344,1063.098726,269.289297,1114739809.630409,fused,shoup,natural,-1
1,appt,appt-us7-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,1.418272,1.073903,1.372032,931.182932,258.785314,976416073.864051,fused,shoup,natural,-1
1,appt,appt-us8-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,1.422528,1.935462,1.359136,516.672378,211.993467,541770255.760652,fused,shoup,natural,-1
1,appt,appt-us8-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,1.411232,2.551774,1.346176,391.884267,188.352939,410920437.199025,fused,shoup,natural,-1
1,appt,appt-us8-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,1.417024,1.947238,1.345600,513.547790,212.320425,538493887.351405,fused,shoup,natural,-1
1,appt,appt-us8-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,1.416768,2.568704,1.354464,389.301392,187.268166,408212096.436907,fused,shoup,natural,-1
1,baseline,barrier,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","","","","","",0,0,10,30,5.464576,0.507938,5.106496,7874.974595,361.043097,8257509360.437504,fused,shoup,natural,-1
1,v06,resident1010,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,10,30,5.452544,0.554462,5.127520,7214.202555,359.242949,7564639658.690096,fused,shoup,natural,-1
1,appt,appt-us7-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","4+4+4","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,5.442080,3.498496,5.108640,1143.348438,284.713391,1198887731.567569,fused,shoup,natural,-1
1,appt,appt-us7-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,5.440960,4.135766,5.129056,967.172812,272.001866,1014154198.717471,fused,shoup,natural,-1
1,appt,appt-us7-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","224+224+224","7+7+7","16+16+16","8+8+8","1+1+1","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,5.449152,3.488700,5.104160,1146.558919,284.859468,1202254164.750817,fused,shoup,natural,-1
1,appt,appt-us7-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","6+6+8","ring+ring","2+2",8,0,10,30,5.449120,4.103612,5.109984,974.751037,272.800757,1022100543.395704,fused,shoup,natural,-1
1,appt,appt-us8-rs1-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","4+4+4","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,5.471712,7.451443,5.137504,536.808762,221.475856,562884784.872459,fused,shoup,natural,-1
1,appt,appt-us8-rs2-td4-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,5.450304,9.961096,5.165856,401.562245,194.389381,421068533.023851,fused,shoup,natural,-1
1,appt,appt-us8-rs1-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","256+256+256","8+8+8","16+16+16","8+8+8","1+1+1","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,5.448512,7.360478,5.122304,543.442972,223.073695,569841258.014798,fused,shoup,natural,-1
1,appt,appt-us8-rs2-td8-buf2-cta2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-pipeline","experimental",0.000000,"fixed warp stages stream independent register tokens and are reused across stage folds",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"8+8+4","appt-pipeline+appt-pipeline+appt-pipeline","128+128+128","4+4+4","16+16+16","8+8+8","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,10,30,5.442752,9.829616,5.152352,406.933513,195.841124,426700714.828101,fused,shoup,natural,-1
