trial,variant,producer_dt,consumer_dt,weights,resident_ctas,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
2,homogeneous,1,2,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","10+10","full-scratch","1",8,0,2,10,0.795968,0.150835,0.151726,0.000890,0,0,0,0,0,7,natural,natural,"",0.740960,6629.752156,592.500180,6951798996.823177,fused,shoup,-1
2,homogeneous,1,4,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","8+12","full-scratch","1",8,0,2,10,0.795936,0.152064,0.153043,0.000979,0,0,0,0,0,7,natural,natural,"",0.733152,6576.178641,594.830227,6895623095.160513,fused,shoup,-1
2,homogeneous,1,4,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","9+11","full-scratch","1",8,0,2,10,0.793600,0.149094,0.150102,0.001007,0,0,0,0,0,7,natural,natural,"",0.729792,6707.159902,597.912178,7032966901.356007,fused,shoup,-1
2,homogeneous,1,4,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","10+10","full-scratch","1",8,0,2,10,0.785280,0.148582,0.149667,0.001084,0,0,0,0,0,7,natural,natural,"",0.718720,6730.272276,605.113546,7057201982.356380,fused,shoup,-1
2,homogeneous,2,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,0.791904,0.151347,0.152326,0.000978,0,0,0,0,0,7,natural,natural,"",0.733568,6607.324517,596.367226,6928281912.722766,fused,shoup,-1
2,homogeneous,2,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,0.784960,0.149094,0.150113,0.001019,0,0,0,0,0,7,natural,natural,"",0.755104,6707.159902,592.010798,7032966901.356007,fused,shoup,-1
2,homogeneous,2,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,0.780128,0.149709,0.150629,0.000921,0,0,0,0,0,7,natural,natural,"",0.725696,6679.634395,604.035140,7004104314.908238,fused,shoup,-1
2,homogeneous,2,2,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","8+12","full-scratch","1",8,0,2,10,0.798144,0.151552,0.152692,0.001140,0,0,0,0,0,7,natural,natural,"",0.755072,6598.395632,586.590091,6918919297.793753,fused,shoup,-1
2,homogeneous,2,2,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","9+11","full-scratch","1",8,0,2,10,0.784544,0.149504,0.150776,0.001272,0,0,0,0,0,7,natural,natural,"",0.719904,6688.783982,604.612467,7013698352.928982,fused,shoup,-1
2,homogeneous,2,2,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","10+10","full-scratch","1",8,0,2,10,0.792832,0.150835,0.151966,0.001131,0,0,0,0,0,7,natural,natural,"",0.741184,6629.752156,593.524218,6951798996.823177,fused,shoup,-1
2,homogeneous,4,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,0.794912,0.152474,0.153669,0.001195,0,0,0,0,0,7,natural,natural,"",0.738368,6558.512480,593.206520,6877098781.769548,fused,shoup,-1
2,homogeneous,4,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,0.795136,0.148480,0.149625,0.001145,0,0,0,0,0,7,natural,natural,"",0.744672,6734.913879,592.316012,7062069055.328189,fused,shoup,-1
2,homogeneous,4,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,0.794208,0.148173,0.149273,0.001100,0,0,0,0,0,7,natural,natural,"",0.729952,6748.877179,597.967116,7076710637.285809,fused,shoup,-1
2,v06,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,1,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,0.793408,0.147354,0.148395,0.001041,0,0,0,0,0,7,natural,natural,"",0.756160,6786.396599,589.302416,7116052600.233418,fused,shoup,-1
1,v06,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.836768,0.349491,0.350697,0.001206,0,0,0,0,0,7,natural,natural,"",2.607968,11445.210181,690.342279,12001172710.934395,fused,shoup,-1
1,homogeneous,1,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.833792,0.349082,0.350116,0.001035,0,0,0,0,0,7,natural,natural,"",2.615488,11458.638711,689.850040,12015253544.842905,fused,shoup,-1
1,homogeneous,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.828672,0.346931,0.348063,0.001132,0,0,0,0,0,7,natural,natural,"",2.609184,11529.663874,691.468830,12089728826.282169,fused,shoup,-1
1,homogeneous,1,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.827104,0.368230,0.369317,0.001087,0,0,0,0,0,7,natural,natural,"",2.605984,10862.764110,689.498434,11390433738.957418,fused,shoup,-1
1,homogeneous,1,2,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.826016,0.376013,0.377030,0.001018,0,0,0,0,0,7,natural,natural,"",2.608384,10637.935670,688.419265,11154684032.849918,fused,shoup,-1
1,homogeneous,1,2,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.826368,0.368128,0.369095,0.000967,0,0,0,0,0,7,natural,natural,"",2.607776,10865.785764,689.385121,11393602173.010008,fused,shoup,-1
1,homogeneous,1,2,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.826560,0.400486,0.401557,0.001071,0,0,0,0,0,7,natural,natural,"",2.604384,9987.854528,685.938053,10473024549.115969,fused,shoup,-1
1,homogeneous,1,4,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.828320,0.416666,0.417847,0.001181,0,0,0,0,0,7,natural,natural,"",2.613952,9600.024262,682.717636,10066355040.064293,fused,shoup,-1
1,homogeneous,1,4,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.831712,0.411341,0.412275,0.000934,0,0,0,0,0,7,natural,natural,"",2.612704,9724.296670,683.088472,10196664105.162128,fused,shoup,-1
1,homogeneous,1,4,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+4","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.828320,0.407757,0.408904,0.001147,0,0,0,0,0,7,natural,natural,"",2.612864,9809.768830,683.884502,10286288160.612211,fused,shoup,-1
1,homogeneous,2,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.828480,0.369459,0.370508,0.001049,0,0,0,0,0,7,natural,natural,"",2.612960,10826.634908,688.361608,11352549525.742126,fused,shoup,-1
1,homogeneous,2,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.818848,0.376115,0.377231,0.001116,0,0,0,0,0,7,natural,natural,"",2.602944,10635.039395,689.904133,11151647068.819426,fused,shoup,-1
1,homogeneous,2,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.823840,0.404173,0.405203,0.001030,0,0,0,0,0,7,natural,natural,"",2.599968,9896.756836,686.344075,10377501696.518652,fused,shoup,-1
1,homogeneous,2,2,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.828768,0.387379,0.388393,0.001014,0,0,0,0,0,7,natural,natural,"",2.608736,10325.799649,686.709042,10827385693.249933,fused,shoup,-1
1,homogeneous,2,2,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.825792,0.380928,0.381853,0.000925,0,0,0,0,0,7,natural,natural,"",2.608128,10500.672596,687.894149,11010753267.830517,fused,shoup,-1
1,homogeneous,2,2,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","2+2","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.828288,0.402842,0.403810,0.000969,0,0,0,0,0,7,natural,natural,"",2.612736,9929.460428,684.478428,10411793897.793333,fused,shoup,-1
1,homogeneous,4,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.825696,0.412365,0.413309,0.000945,0,0,0,0,0,7,natural,natural,"",2.602304,9700.148742,684.888727,10171343167.782242,fused,shoup,-1
1,homogeneous,4,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.828480,0.421990,0.423040,0.001049,0,0,0,0,0,7,natural,natural,"",2.611040,9478.888741,682.417952,9939335240.207102,fused,shoup,-1
1,homogeneous,4,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","4+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.828608,0.443085,0.444140,0.001056,0,0,0,0,0,7,natural,natural,"",2.603808,9027.617160,680.793035,9466142691.587580,fused,shoup,-1
1,v06,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.838912,0.347546,0.348817,0.001271,0,0,0,0,0,7,natural,natural,"",2.610720,11509.281284,689.990945,12068356131.362379,fused,shoup,-1
2,v06,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.827552,0.349286,0.350299,0.001013,0,0,0,0,0,7,natural,natural,"",2.601952,11451.920998,692.186363,12008209512.382227,fused,shoup,-1
2,homogeneous,1,1,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.827808,0.346931,0.347982,0.001051,0,0,0,0,0,7,natural,natural,"",2.604448,11529.663874,692.138856,12089728826.282169,fused,shoup,-1
2,homogeneous,1,1,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.824160,0.346726,0.347863,0.001137,0,0,0,0,0,7,natural,natural,"",2.607456,11536.474123,692.240038,12096869890.257927,fused,shoup,-1
2,homogeneous,1,1,10-10,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+1","0+0","0+0","10+10","full-scratch","1",8,0,2,10,2.832416,0.367104,0.368104,0.001000,0,0,0,0,0,7,natural,natural,"",2.614720,10896.095021,687.966078,11425383732.616894,fused,shoup,-1
2,homogeneous,1,2,8-12,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","8+12","full-scratch","1",8,0,2,10,2.820352,0.374272,0.375331,0.001059,0,0,0,0,0,7,natural,natural,"",2.609152,10687.414819,689.206458,11206566680.765608,fused,shoup,-1
2,homogeneous,1,2,9-11,4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-radix4-10x10","experimental",0.000000,"generated homogeneous two-level radix-4 roles with independent batch-time traversal",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-radix4+homogeneous-radix4","256+256","4+4","0+0","1+2","0+0","0+0","9+11","full-scratch","1",8,0,2,10,2.825760,0.366694,0.367849,0.001155,0,0,0,0,0,7,natural,natural,"",2.609184,10908.266122,689.460423,11438146057.128033,fused,shoup,-1
