device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
"Tesla V100-SXM2-16GB",7.0,0,"","","",0.000000,"",hybrid-dataflow,6,named-barrier,6,32,6,1,12,1,2,hermes-xor,inplace,radix2,32,12,4096,512,1073479681,30,0,0,192,0,20,200,1.468288,0.314865,1.356672,1626095.605306,163066.432214,6660487599.333050,fused,shoup,natural,1
