batch,v06_ms,aggregate_ms,online_ms,aggregate_speedup_v06,online_speedup_v06,online_over_aggregate,trials
16,1.460367,1.081549,1.129964,1.3502550508576123,1.2924013508394958,0.9571535022354696,3
32,4.113428,2.417971,2.502431,1.70118996464391,1.6437727953338173,0.9662488196477745,3
64,9.128469,4.930581,5.137776,1.851398242925124,1.776735498005363,0.9596722395059653,3
